model,layer,cosine,C_t,term_grad_norm,local_grad_norm
trainable_oracle,0,-0.05440925061702728,-1.2987701666133944e-05,3.5940051020588726e-05,0.1505632996559143
trainable_oracle,1,0.031477514654397964,3.2277932859869907e-06,1.30873531816178e-05,0.12762786448001862
trainable_oracle,2,0.21117345988750458,8.106725545076188e-06,5.837634944327874e-06,0.15206456184387207
trainable_oracle,3,-0.03717852011322975,-6.287999099185981e-07,2.2237370558286784e-06,0.1314803659915924
init_outcome_architecture,0,0.07644578814506531,0.32738474011421204,0.18050171434879303,0.04214668646454811
init_outcome_architecture,1,0.003046642290428281,0.009757964871823788,0.17470502853393555,0.0545450896024704
init_outcome_architecture,2,0.031235603615641594,0.07270251959562302,0.17596454918384552,0.07559843361377716
init_outcome_architecture,3,0.015981264412403107,0.04118392616510391,0.16328240931034088,0.06335975229740143
