mode,step,seed,free_answer_accuracy,free_exact_continuation,terminal_query,terminal_state_mass,terminal_state_argmax_accuracy,local_query_status,local_rule_accuracy,local_rule_tv,local_state_mass,local_state_mass_min,local_context_variation_tv,epsilon_rule,gamma,composition_tv_with_invalid,composition_tv_conditional,product_answer_accuracy,gradient_query,gradient_actual_norm,gradient_predicted_norm,gradient_cosine,gradient_relative_error,gradient_rule_pullback_norm,gradient_rule_cosine,descent_oracle_rule_cosine,descent_random_rule_cosine_mean,descent_random_rule_cosine_std,gradient_actual_loss,gradient_predicted_loss
process,0,43,0.0,0.0,after greedy trace; not a marginal over traces,0.0,0.0,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9368294477462769,0.22928431630134583,0.1281316876411438,0.16825392842292786,0.07454193383455276,0.263869971036911,1.0,nan,0.07500000298023224,,,,,,,,,,,,
outcome,0,43,0.0,0.0,direct answer conditioned on COLON,0.2052127867937088,0.07500000298023224,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,0,43,0.0,0.0,direct answer conditioned on COLON,0.2052127867937088,0.07500000298023224,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9368294477462769,0.22928431630134583,0.1281316876411438,0.16825392842292786,0.07454193383455276,0.263869971036911,0.7982061505317688,0.3515297472476959,0.07500000298023224,mixed only; direct answer CE; first-step local tables,5.913288593292236,4.368544101715088,0.35688894795716075,1.0091885656594817,0.09277050197124481,-0.018972675872026064,0.006301165106557256,-0.005498803294875679,0.03360036263787029,4.375476360321045,3.233546733856201
process,100,43,0.44921875,0.41015625,after greedy trace; not a marginal over traces,0.9999747276306152,0.3499999940395355,gold-prefix trace readout; conditioned on valid state token,0.6598557829856873,0.47902679443359375,0.9969132542610168,0.6645618677139282,0.07892478257417679,1.1343469619750977,0.13375386595726013,0.6434277892112732,0.6434276103973389,0.36250001192092896,,,,,,,,,,,,
outcome,100,43,0.33984375,0.33984375,direct answer conditioned on COLON,0.9974390268325806,0.22499999403953552,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,100,43,0.33984375,0.3359375,direct answer conditioned on COLON,0.9974687695503235,0.22499999403953552,gold-prefix trace readout; conditioned on valid state token,0.5757211446762085,0.6057710647583008,0.9913183450698853,0.8413534760475159,0.06727465987205505,1.0807273387908936,0.13375544548034668,0.219684436917305,0.2186955213546753,0.17499999701976776,mixed only; direct answer CE; first-step local tables,7.613687038421631,9.112682342529297,0.7580560134621799,0.7860787011559236,4.513120651245117,0.4337199247573565,0.18360734353122232,-0.07602861523615792,0.2010236061843083,2.61415958404541,2.616903305053711
process,500,43,1.0,1.0,after greedy trace; not a marginal over traces,0.9999998807907104,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0011576673714444041,0.9999917149543762,0.9991096258163452,0.0003810665220953524,1.0015004873275757,0.0030731377191841602,0.002259950852021575,0.002259950153529644,1.0,,,,,,,,,,,,
outcome,500,43,0.5859375,0.5859375,direct answer conditioned on COLON,0.9991065859794617,0.5874999761581421,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,500,43,0.55859375,0.55859375,direct answer conditioned on COLON,0.9958964586257935,0.38749998807907104,gold-prefix trace readout; conditioned on valid state token,0.995192289352417,0.048547420650720596,0.9997819066047668,0.9616925120353699,0.01886606030166149,1.3370624780654907,0.09228578209877014,0.6676647663116455,0.6667275428771973,1.0,mixed only; direct answer CE; first-step local tables,6.3775458335876465,1.7926117181777954,0.25088715141977175,0.96848665497343,1.6755931377410889,0.23430351574045913,-0.01153570936173537,-0.06833027453273735,0.05565858161427944,1.5967730283737183,0.0866687148809433
process,1000,43,1.0,1.0,after greedy trace; not a marginal over traces,1.0,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0003167291870340705,0.9999973773956299,0.9997807741165161,0.0001084046671167016,1.000837802886963,0.0012963177869096398,0.0006407556938938797,0.0006407519686035812,1.0,,,,,,,,,,,,
outcome,1000,43,0.65234375,0.65234375,direct answer conditioned on COLON,0.9997562170028687,0.637499988079071,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,1000,43,0.625,0.625,direct answer conditioned on COLON,0.9975019693374634,0.5249999761581421,gold-prefix trace readout; conditioned on valid state token,0.9975961446762085,0.017819300293922424,0.9999535083770752,0.9818897247314453,0.011277853511273861,1.1276981830596924,0.06931836903095245,0.5816845893859863,0.5809085965156555,1.0,mixed only; direct answer CE; first-step local tables,6.995425224304199,4.6433587074279785,0.02016782827416268,1.1890401602675307,4.358438968658447,0.019632282889670855,0.02108829316628969,-0.04949189997653278,0.059873845133969615,1.1424646377563477,0.13938656449317932
process,2000,43,1.0,1.0,after greedy trace; not a marginal over traces,1.0,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,9.090972889680415e-05,0.9999990463256836,0.9999158382415771,3.101977563346736e-05,1.000138282775879,0.00022153486497700214,0.00018965863273479044,0.00018965787603519857,1.0,,,,,,,,,,,,
outcome,2000,43,0.7421875,0.7421875,direct answer conditioned on COLON,0.9999251365661621,0.699999988079071,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,2000,43,0.76171875,0.7578125,direct answer conditioned on COLON,0.9979187250137329,0.6499999761581421,gold-prefix trace readout; conditioned on valid state token,0.9987980723381042,0.016019759699702263,0.9999545216560364,0.965452253818512,0.01368218008428812,1.165043592453003,0.0535709373652935,0.45188218355178833,0.4509827196598053,1.0,mixed only; direct answer CE; first-step local tables,7.327003479003906,0.11590918153524399,0.05263114584046867,0.9992912850843169,0.18474365770816803,0.011318215582944062,0.012631964398098161,-0.01698817507554709,0.027907320815283295,0.6697614192962646,0.001639765570871532
