mode,step,seed,free_answer_accuracy,free_exact_continuation,terminal_query,terminal_state_mass,terminal_state_argmax_accuracy,local_query_status,local_rule_accuracy,local_rule_tv,local_state_mass,local_state_mass_min,local_context_variation_tv,epsilon_rule,gamma,composition_tv_with_invalid,composition_tv_conditional,product_answer_accuracy,gradient_query,gradient_actual_norm,gradient_predicted_norm,gradient_cosine,gradient_relative_error,gradient_rule_pullback_norm,gradient_rule_cosine,descent_oracle_rule_cosine,descent_random_rule_cosine_mean,descent_random_rule_cosine_std,gradient_actual_loss,gradient_predicted_loss
process,0,42,0.02734375,0.0,after greedy trace; not a marginal over traces,0.0,0.0,gold-prefix trace readout; conditioned on valid state token,0.06370192021131516,0.9376824498176575,0.22254344820976257,0.11154752224683762,0.18957480788230896,0.06295177340507507,0.2640256881713867,1.0,nan,0.0625,,,,,,,,,,,,
outcome,0,42,0.0,0.0,direct answer conditioned on COLON,0.21817871928215027,0.05000000074505806,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,0,42,0.02734375,0.0,direct answer conditioned on COLON,0.21817871928215027,0.05000000074505806,gold-prefix trace readout; conditioned on valid state token,0.06370192021131516,0.9376824498176575,0.22254344820976257,0.11154752224683762,0.18957480788230896,0.06295177340507507,0.2640256881713867,0.7875441908836365,0.3576314151287079,0.0625,mixed only; direct answer CE; first-step local tables,5.552905082702637,4.261053085327148,0.36810611920151837,1.0118785403810606,0.08519534766674042,0.0497706011098535,-0.0043372202037704035,-0.0021578338174778134,0.02756879099470569,4.77077054977417,3.2916688919067383
process,100,42,0.16015625,0.078125,after greedy trace; not a marginal over traces,0.999909520149231,0.16249999403953552,gold-prefix trace readout; conditioned on valid state token,0.7019230723381042,0.4774354100227356,0.9990755915641785,0.8001680970191956,0.12493570148944855,1.041037678718567,0.11922123283147812,0.8258833885192871,0.825882077217102,0.16249999403953552,,,,,,,,,,,,
outcome,100,42,0.1015625,0.1015625,direct answer conditioned on COLON,0.9967368841171265,0.08749999850988388,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,100,42,0.0703125,0.0703125,direct answer conditioned on COLON,0.9963515400886536,0.07500000298023224,gold-prefix trace readout; conditioned on valid state token,0.5793269276618958,0.6149540543556213,0.9964684844017029,0.09643558412790298,0.12378907948732376,1.0061135292053223,0.10427816957235336,0.25082141160964966,0.24953022599220276,0.11249999701976776,mixed only; direct answer CE; first-step local tables,6.472067832946777,8.947041511535645,0.5127502738201097,1.2220439095227185,3.763038396835327,0.17269396723039554,0.08528936565635106,0.009742768160346825,0.09236985832079156,2.882744789123535,2.6269335746765137
process,500,42,1.0,1.0,after greedy trace; not a marginal over traces,0.9999987483024597,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0013520632637664676,0.9999884366989136,0.9686701893806458,0.0012067443458363414,1.0099563598632812,0.0055877044796943665,0.005858623422682285,0.005858620163053274,1.0,,,,,,,,,,,,
outcome,500,42,0.078125,0.078125,direct answer conditioned on COLON,0.9988501667976379,0.03750000149011612,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,500,42,0.08984375,0.08984375,direct answer conditioned on COLON,0.9946983456611633,0.07500000298023224,gold-prefix trace readout; conditioned on valid state token,1.0,0.015612081624567509,0.9999760389328003,0.987504243850708,0.01046078186482191,1.0285511016845703,0.022753743454813957,0.8620003461837769,0.861585259437561,1.0,mixed only; direct answer CE; first-step local tables,5.152377605438232,2.0302977561950684,0.12753959861635605,1.027015676260923,1.9612318277359009,0.11837116600546553,-0.003909356828779612,0.000413003646247332,0.02648449508430338,2.751066207885742,0.10944082587957382
process,1000,42,1.0,1.0,after greedy trace; not a marginal over traces,0.9999995231628418,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0005505791050381958,0.9999948143959045,0.9778377413749695,0.0006513833650387824,1.020000696182251,0.009086167439818382,0.0016677409876137972,0.0016677394742146134,1.0,,,,,,,,,,,,
