mode,step,seed,free_answer_accuracy,free_exact_continuation,terminal_query,terminal_state_mass,terminal_state_argmax_accuracy,local_query_status,local_rule_accuracy,local_rule_tv,local_state_mass,local_state_mass_min,local_context_variation_tv,epsilon_rule,gamma,composition_tv_with_invalid,composition_tv_conditional,product_answer_accuracy,gradient_query,gradient_actual_norm,gradient_predicted_norm,gradient_cosine,gradient_relative_error,gradient_rule_pullback_norm,gradient_rule_cosine,descent_oracle_rule_cosine,descent_random_rule_cosine_mean,descent_random_rule_cosine_std,gradient_actual_loss,gradient_predicted_loss
process,0,43,0.0,0.0,after greedy trace; not a marginal over traces,0.0,0.0,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9371675848960876,0.2612718641757965,0.1254195272922516,0.1977485716342926,0.05996379256248474,0.36695313453674316,1.0,nan,0.03750000149011612,,,,,,,,,,,,
outcome,0,43,0.0,0.0,direct answer conditioned on COLON,0.25417187809944153,0.0625,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,0,43,0.0,0.0,direct answer conditioned on COLON,0.25417187809944153,0.0625,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9371675848960876,0.2612718641757965,0.1254195272922516,0.1977485716342926,0.05996379256248474,0.36695313453674316,0.7564715147018433,0.3339307904243469,0.03750000149011612,mixed only; direct answer CE; first-step local tables,4.9404706954956055,3.572016716003418,0.2215405465404817,1.0965369091812134,0.10817400366067886,0.029670313339257768,0.04379019349859234,-0.020664060430960682,0.026039104002591004,4.207277297973633,2.896129608154297
process,100,43,0.20703125,0.14453125,after greedy trace; not a marginal over traces,0.9999746084213257,0.2750000059604645,gold-prefix trace readout; conditioned on valid state token,0.65625,0.49738067388534546,0.9987770915031433,0.8416435718536377,0.08974950760602951,1.272409200668335,0.1539953351020813,0.756024181842804,0.7560238242149353,0.25,,,,,,,,,,,,
outcome,100,43,0.12109375,0.12109375,direct answer conditioned on COLON,0.995855987071991,0.08749999850988388,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,100,43,0.10546875,0.10546875,direct answer conditioned on COLON,0.9950259923934937,0.07500000298023224,gold-prefix trace readout; conditioned on valid state token,0.5817307829856873,0.5970524549484253,0.9944077134132385,0.6980879306793213,0.08195666968822479,0.9612983465194702,0.10291130095720291,0.22011975944042206,0.21808001399040222,0.11249999701976776,mixed only; direct answer CE; first-step local tables,4.267370223999023,7.266644477844238,0.5261081558620556,1.4518619506903538,4.2298712730407715,0.13675086557768262,-0.003137555020815037,0.03413933646385289,0.1522702379970679,2.5294578075408936,2.4590306282043457
process,500,43,1.0,1.0,after greedy trace; not a marginal over traces,1.0,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0017124669393524528,0.999993085861206,0.9960994720458984,0.0009422458242624998,1.0019471645355225,0.0035866815596818924,0.005516623612493277,0.005516623146831989,1.0,,,,,,,,,,,,
outcome,500,43,0.171875,0.171875,direct answer conditioned on COLON,0.9989230036735535,0.21250000596046448,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,500,43,0.21484375,0.21484375,direct answer conditioned on COLON,0.9966465830802917,0.13750000298023224,gold-prefix trace readout; conditioned on valid state token,0.9975961446762085,0.03342509642243385,0.9998419880867004,0.9135119915008545,0.022845081984996796,1.1178590059280396,0.04950664937496185,0.8311880826950073,0.8308310508728027,0.987500011920929,mixed only; direct answer CE; first-step local tables,5.340524673461914,1.5840946435928345,0.1355494471551974,1.0037766435604916,1.5343891382217407,0.12153098471037985,0.01063421437091395,-0.009650578082318263,0.03914911355216769,2.5918867588043213,0.07788940519094467
process,1000,43,1.0,1.0,after greedy trace; not a marginal over traces,1.0,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0004200186231173575,0.9999978542327881,0.999211311340332,0.00024302203382831067,1.000748634338379,0.0006654389435425401,0.0014456463977694511,0.0014456463977694511,1.0,,,,,,,,,,,,
