condition,trace_fraction,depth,seed,step,free_answer_acc,gamma_hat,eps_rule_hat,rule_recovery,credit_mean,credit_max,state_on_set_mass,delta_comp_tv,delta_comp_gold,product_answer_acc,model_answer_acc,answer_on_set_mass,exponent_target,exponent_fit_conditional,exponent_r2_conditional,credit_by_lambda_conditional,eps_by_lambda_conditional,exponent_fit_proportional,exponent_r2_proportional,credit_by_lambda_proportional,eps_by_lambda_proportional,probe_seconds
both,0.02,4,2001,0,0.0,0.18921692811711893,0.015488909831897324,0.0625,0.890685030430066,15.331825275231658,8.683958267670582e-06,0.2813365475247729,0.03343290863595751,0.05,0.07666666666666666,5.6329601362843866e-06,3,,,,,,,,,5.8
both,0.02,4,2001,500,0.14,0.09168176819316178,0.7947473557029211,0.22596153846153846,0.8265716857243032,8.13382289539973,0.8975210867278147,0.18708358723337018,0.03085109843471704,0.08333333333333333,0.14,0.9909858171942164,3,,,,,,,,,1.7
both,0.02,4,2001,2000,0.19,0.17559418937372356,1.2363048261781564,0.3870192307692308,3.3282842162473054,388.94594891887084,0.9855700549396462,0.3619767776040605,0.06900120937788098,0.17666666666666667,0.2,0.9984728039915431,3,,,,,,,,,1.7
both,0.02,4,2001,4000,0.4033333333333333,0.22055291477112163,1.4986730671374613,0.5492788461538461,30.49107996299036,11552.790684808233,0.9982515571631674,0.6043504077018252,0.2193633606041537,0.21666666666666667,0.41,0.99847202971264,3,2.75021266209962,0.9935980910713276,"{""1"": 1.843733008942745, ""0.5"": 0.5540819985762081, ""0.25"": 0.08392214698898684, ""0.125"": 0.010642881065561506, ""0.0625"": 0.0013315944497684696, ""0.03125"": 0.00016645897071629288}","{""1"": 1.4986730671374613, ""0.5"": 0.7493365335687306, ""0.25"": 0.3746682667843653, ""0.125"": 0.18733413339218266, ""0.0625"": 0.09366706669609133, ""0.03125"": 0.046833533348045665}",1.9383869270117984,0.8830340064951416,"{""1"": 30.49107996299076, ""0.5"": 0.8010863841933389, ""0.25"": 0.2228634695201511, ""0.125"": 0.0854293383008733, ""0.0625"": 0.03877446016769676, ""0.03125"": 0.018704714008138244}","{""1"": 1.4986730671374613, ""0.5"": 0.7493365335687306, ""0.25"": 0.3746682667843653, ""0.125"": 0.18733413339218266, ""0.0625"": 0.09366706669609133, ""0.03125"": 0.046833533348045665}",2.0
both,0.02,4,2002,0,0.0,0.44717407208258025,0.019926507444186198,0.051682692307692304,4.635450972599588,77.36781741939056,7.802232705171909e-06,0.36709833620086235,0.044783806008338874,0.056666666666666664,0.06333333333333334,2.2392220448551086e-06,3,,,,,,,,,6.0
both,0.02,4,2002,500,0.10333333333333333,0.11251757823269908,0.7835492280594027,0.22235576923076922,0.780181186479057,17.043081154782346,0.9507625519495957,0.180420418873335,0.030266146951377526,0.1,0.10333333333333333,0.9904358146464972,3,,,,,,,,,1.8
both,0.02,4,2002,2000,0.18666666666666668,0.1495106256510745,1.137721512695768,0.32091346153846156,2.0342733408544857,37.81172168937258,0.9944810189962591,0.3330231751696627,0.05639264080512274,0.13666666666666666,0.16666666666666666,0.9983059114718082,3,,,,,,,,,1.8
both,0.02,4,2002,4000,0.36666666666666664,0.18889925491906914,1.4249509879879605,0.6971153846153846,15.218301209069311,1173.281511242033,0.9962894566888492,0.5735211793715884,0.22966794998133486,0.29333333333333333,0.38666666666666666,0.9991588945147761,3,2.7702133470421595,0.9952597397228641,"{""1"": 2.636323919536572, ""0.5"": 0.6931202722240257, ""0.25"": 0.10698540527321228, ""0.125"": 0.013613299168139092, ""0.0625"": 0.0017036136973140248, ""0.03125"": 0.00021296699519716058}","{""1"": 1.4249509879879605, ""0.5"": 0.7124754939939802, ""0.25"": 0.3562377469969901, ""0.125"": 0.17811887349849506, ""0.0625"": 0.08905943674924753, ""0.03125"": 0.044529718374623765}",1.8808097726747939,0.9263499899564989,"{""1"": 15.218301209069311, ""0.5"": 0.8448970540368393, ""0.25"": 0.2072569684678958, ""0.125"": 0.07139067520844716, ""0.0625"": 0.031152030435527406, ""0.03125"": 0.014848037798548272}","{""1"": 1.4249509879879605, ""0.5"": 0.7124754939939802, ""0.25"": 0.3562377469969901, ""0.125"": 0.17811887349849506, ""0.0625"": 0.08905943674924753, ""0.03125"": 0.044529718374623765}",2.0
both,0.05,4,2001,0,0.0,0.18921692811711893,0.015488909831897324,0.0625,0.890685030430066,15.331825275231658,8.683958267670582e-06,0.2813365475247729,0.03343290863595751,0.05,0.07666666666666666,5.6329601362843866e-06,3,,,,,,,,,5.8
both,0.05,4,2001,500,0.14,0.07813133079026877,0.8172685944579854,0.29086538461538464,0.8021258354295312,8.724287469786109,0.969782229843296,0.1539006804671864,0.026439803070454567,0.09666666666666666,0.13,0.991074577228006,3,,,,,,,,,1.8
both,0.05,4,2001,2000,0.16,0.09302974255615748,1.1034402902036338,0.4579326923076923,3.720989604699858,231.71406936782682,0.9985079308980007,0.28786881710630136,0.05497516618555262,0.15,0.18,0.999240125277615,3,,,,,,,,,1.8
both,0.05,4,2001,4000,0.26,0.2126416991697376,1.4173016857169567,0.7379807692307693,60.08962650672618,8985.605432829014,0.9951949815847893,0.45685190379130397,0.19105476388906562,0.38666666666666666,0.25666666666666665,0.9995549505842375,3,2.8091976578556923,0.9972870565012694,"{""1"": 3.953729469117702, ""0.5"": 0.8536518991240646, ""0.25"": 0.1322871947560327, ""0.125"": 0.01684574598760286, ""0.0625"": 0.002108231244437967, ""0.03125"": 0.0002635485854193758}","{""1"": 1.4173016857169567, ""0.5"": 0.7086508428584783, ""0.25"": 0.3543254214292392, ""0.125"": 0.1771627107146196, ""0.0625"": 0.0885813553573098, ""0.03125"": 0.0442906776786549}",2.3323066971184083,0.8904186298168661,"{""1"": 60.08962650672958, ""0.5"": 0.9240040691578849, ""0.25"": 0.18438573949452636, ""0.125"": 0.05073881265387261, ""0.0625"": 0.020193772361666397, ""0.03125"": 0.009386222448705532}","{""1"": 1.4173016857169567, ""0.5"": 0.7086508428584783, ""0.25"": 0.3543254214292392, ""0.125"": 0.1771627107146196, ""0.0625"": 0.0885813553573098, ""0.03125"": 0.0442906776786549}",2.0
both,0.05,4,2002,0,0.0,0.44717407208258025,0.019926507444186198,0.051682692307692304,4.635450972599588,77.36781741939056,7.802232705171909e-06,0.36709833620086235,0.044783806008338874,0.056666666666666664,0.06333333333333334,2.2392220448551086e-06,3,,,,,,,,,6.0
both,0.05,4,2002,500,0.1,0.0891776128715236,0.7532062101016312,0.24519230769230768,0.6827284033503963,7.311817900743528,0.9749473321745946,0.16657969696607083,0.0289656524828036,0.11666666666666667,0.1,0.9900508545889383,3,,,,,,,,,1.8
