task,condition,rho,seed,step,loss,answer_accuracy,exact_trace_accuracy,trace_step_accuracy,colon_rate
state_machine_16,outcome,,2001,8000,0.46070852875709534,0.0585,,,1.0
state_machine_16,rho=0.10,0.1,2001,8000,0.46305742859840393,0.0625,0.0,0.0070625,1.0
state_machine_16,rho=0.30,0.3,2001,8000,0.4596240818500519,0.072,0.0,0.0100625,1.0
state_machine_16,rho=0.50,0.5,2001,8000,0.3673159182071686,0.0705,0.0035,0.134,0.999
state_machine_16,rho=0.80,0.8,2001,8000,0.2187371701002121,0.0675,0.0035,0.133875,1.0
state_machine_16,rho=0.86,0.86,2001,8000,0.17300254106521606,0.064,0.003,0.14615625,1.0
state_machine_16,rho=0.90,0.9,2001,8000,0.08960787206888199,1.0,1.0,1.0,1.0
state_machine_16,rho=1.00,1.0,2001,8000,2.02254050236661e-05,1.0,1.0,1.0,1.0
