task,condition,rho,seed,step,loss,answer_accuracy,exact_trace_accuracy,trace_step_accuracy,colon_rate
state_machine_16,outcome,,2001,8000,0.46052536368370056,0.0575,,,1.0
state_machine_16,rho=0.80,0.8,2001,8000,0.2176496535539627,0.0625,0.0035,0.13278125,1.0
state_machine_16,rho=0.84,0.84,2001,8000,0.18476645648479462,0.067,0.014,0.2050625,1.0
state_machine_16,rho=0.88,0.88,2001,8000,0.10306757688522339,1.0,1.0,1.0,1.0
state_machine_16,rho=0.90,0.9,2001,8000,0.08862211555242538,0.999,0.999,0.99965625,1.0
state_machine_16,rho=0.95,0.95,2001,8000,0.023592643439769745,1.0,1.0,1.0,1.0
state_machine_16,rho=1.00,1.0,2001,8000,1.6550742657273076e-05,1.0,1.0,1.0,1.0
