example_id,all_local_correct,min_margin,mean_margin,product_gold_prob16,free_exact_trace,free_exact_state_rollout
0,1,0.5640051364898682,3.6604244883928914,0.12059677203849917,1,1
1,0,-0.9980956017971039,3.540667473927897,0.020714524883005712,0,0
2,1,0.7523733377456665,3.103970717638731,0.17397564913149688,1,1
3,0,-0.7949067056179047,2.777062211349403,0.022827582842758157,0,0
4,0,-0.6643490791320801,4.023581985027704,0.016793680491241143,0,0
5,0,-1.1613144874572754,3.0637336519139353,0.024204754854393083,0,0
6,0,-0.04819798469543457,3.933761103276993,0.08510605675690638,0,0
7,1,0.4994427561759949,5.0610099571276805,0.32349700335094583,1,1
8,1,0.8743764162063599,5.541597281619033,0.25333882726076296,1,1
9,0,-0.7499998807907104,3.9631023294750776,0.05926424771155085,0,0
10,1,0.16885221004486084,4.391706604787032,0.20634506774156983,0,0
11,1,0.8771577775478363,4.306594116256747,0.24873518517397977,1,1
12,0,-3.2835942283272743,3.0748041000551893,0.010937696869844825,0,0
13,1,0.6053464412689209,5.604034603229593,0.3453611970218411,1,1
14,0,-1.7499717324972153,3.3952196049431222,0.014507955803717006,0,0
15,0,-1.6224173307418823,3.2723213524677703,0.02186062794962697,0,0
16,0,-1.9990964084863663,2.5986939464710304,0.003998849158097288,0,0
17,0,-0.5776848495006561,5.178578245968765,0.01887862157957705,0,0
18,0,-0.5020779967308044,4.033979963965976,0.10602304898192551,0,0
19,0,-0.49992796778678894,5.465622017522946,0.10400693257122808,0,0
20,1,1.8749998807907104,4.945068500339403,0.459723529526454,1,1
21,0,-1.3743246495723724,1.8155565470224246,0.002996337522903074,0,0
22,0,-0.8749999403953552,3.210853660668363,0.08922059037919315,0,0
23,0,-3.337860107421875e-05,3.5180920403472555,0.09465201481187717,0,0
24,0,-0.2828061580657959,4.467315410278388,0.06977108034996862,1,1
25,1,1.3749999403953552,4.23645905731928,0.2781550596751544,1,1
26,1,0.3050059676170349,4.009364476223709,0.15700455292962257,0,0
27,1,0.375,5.548236266396998,0.3181329186007671,1,1
28,1,1.6971068978309631,4.891533182020794,0.35744440586912973,1,1
29,0,-2.2485370337963104,3.590570721993572,0.010365005249775678,0,0
30,0,-0.6713873744010925,3.636365596903488,0.08010037710150138,0,0
31,1,0.25030404329299927,3.711138417267648,0.11130787538852652,1,1
32,1,2.321828782558441,4.222591526942779,0.5100153882733178,1,1
33,0,-0.8884081840515137,3.334899180998036,0.034797736722711824,0,0
34,0,-0.571735143661499,4.07319731660391,0.09611994861313697,0,0
35,0,-0.0013197064399719238,3.1601300718630227,0.07210514722501471,1,1
36,0,-1.2500000596046448,3.136489629279822,0.02721506656045304,0,0
37,1,1.7490872740745544,4.208063647957715,0.358700448629655,1,1
38,0,-1.9998649954795837,2.831907984946156,0.007404747997614692,0,0
39,0,-0.9993056952953339,4.47367165043579,0.10597223051936686,0,0
40,0,-0.7750077247619629,3.6890323807820096,0.015530732064797359,1,1
41,0,-2.8748365752398968,3.9526563380788957,0.0011787048402577994,0,0
42,1,0.053533315658569336,4.402101223084173,0.18522050359004857,1,1
43,0,-1.7602026015520096,2.0753946444019675,0.010995727954920556,0,0
44,0,-0.47589582204818726,1.3860454452224076,0.03129005401342335,0,0
45,1,2.1869072690606117,6.429225263540502,0.5790216778869444,1,1
46,0,-1.269036889076233,4.411027858615853,0.022032989199632477,0,0
47,0,-0.1227806806564331,3.2929658392531564,0.09851305410593691,0,0
48,1,0.21950161457061768,2.5070450765633723,0.07289237450693933,0,0
49,0,-0.2494978904724121,2.9764533772467985,0.037385180238683924,0,0
50,1,0.6250000596046448,5.86211989732783,0.3954453410897648,1,1
51,1,0.4699960947036743,5.400013106053393,0.27022456414815366,1,1
52,0,-0.7488671541213989,5.059679117824999,0.10009647005190804,0,0
53,1,0.5572341680526733,5.359626422767178,0.21960084357976695,1,1
54,0,-0.7528400123119354,5.655106624810287,0.17817104724702454,0,0
55,1,0.5003207325935364,4.2891307217942085,0.18446939247713692,0,0
56,0,-0.1246023178100586,2.116884531045798,0.04058015887896373,0,0
57,0,-0.7011263966560364,3.8359971709214733,0.03882562884236187,0,0
58,1,0.07025587558746338,3.6101809318752203,0.06932489429163448,0,0
59,0,-0.03763788938522339,1.346016751602292,0.04654764966557548,0,0
60,0,-4.001218939200044,2.432268618780654,0.0003648181898448557,0,0
61,0,-0.35021740198135376,2.900896297694999,0.05423937257220697,0,0
62,0,-0.749966949224472,3.9824411916597455,0.08798850507715283,0,0
63,0,-0.7503730952739716,4.9958168534412835,0.11198904084170974,0,0
64,1,0.7603835165500641,6.126550899502945,0.22392461251869655,1,1
65,0,-0.5000000596046448,2.0016896661836654,0.026266140488949385,0,0
66,1,5.8650970458984375e-05,3.187187184375034,0.08593015459415708,1,1
67,0,-0.5073067545890808,3.2108913890842814,0.021444334237626515,0,0
68,0,-0.37497007846832275,5.425256421429367,0.23799816231207038,0,0
69,0,-0.6958944797515869,3.4609420187225624,0.01427776906851803,0,0
70,1,1.034854233264923,3.9934474598412635,0.21811307644412609,1,1
71,1,0.8749998807907104,3.088810768094845,0.17000430302670982,1,1
