example_id,all_local_correct,min_margin,mean_margin,product_gold_prob16,free_exact_trace,free_exact_state_rollout
0,1,0.25142037868499756,2.534527405106928,0.059229734859315035,0,0
1,1,0.17114269733428955,2.5764899949499522,0.028487712571537795,0,0
2,1,0.25268012285232544,2.1221782214706764,0.04832060784726523,1,1
3,0,-0.732398509979248,1.9140738606802188,0.003119913055364955,0,0
4,0,-0.6114451885223389,1.3202750547789037,0.00017680767625044205,0,0
5,1,0.07360970973968506,2.2727623237879016,0.04925974827648491,0,0
6,0,-1.13571298122406,2.444094554404728,0.025688439515688846,0,0
7,0,-0.7500392496585846,4.326043022934755,0.12327582130768133,0,0
8,1,0.41151928901672363,3.369552786112763,0.13341833057653268,1,1
9,1,0.07120203971862793,3.0497285617748275,0.04693435569210751,0,0
10,0,-1.1243351995944977,2.44911093878909,0.016685136631460176,0,0
11,1,0.7486715614795685,3.031714581185952,0.21087275092331043,1,1
12,0,-2.3726819679141045,1.7699450543150306,0.011621043960561055,0,0
13,1,1.270289123058319,5.758245058932971,0.42326768881263177,1,1
14,0,-3.265562664717436,2.6196568493978702,0.003688811472041026,0,0
15,0,-0.4982699155807495,2.6786860971078568,0.03360415518984025,0,0
16,0,-0.025760769844055176,2.7217849853623193,0.07567166501812023,1,1
17,0,-0.02594470977783203,4.214829568040841,0.06148377328901972,1,1
18,0,-0.25947266817092896,1.7246019616541162,0.0031363285995146804,0,0
19,0,-1.7555385828018188,3.080500600510277,0.010362474841486356,0,0
20,1,0.5,3.4743825125624426,0.26116737640220966,1,1
21,0,-0.7953438758850098,2.1492778433603235,0.002089765628924597,0,0
22,1,0.5242500603199005,3.516906477212615,0.17021893957716186,1,1
23,1,0.3726928234100342,3.2144262499768956,0.09858913553158392,1,1
24,0,-0.3400251865386963,3.339313296506589,0.05719227603746045,0,0
25,0,-0.25,4.018335799102715,0.17175076834104164,0,0
26,1,0.4912174344062805,4.166549340057827,0.20935029001768052,0,0
27,1,0.625,4.432317661703564,0.32886651606104444,1,1
28,1,0.3434596061706543,3.1972473609494045,0.11404200876959379,0,0
29,0,-1.2504802346229553,3.962694908848789,0.0597956943224773,0,0
30,0,-0.5493714809417725,3.2821577156428248,0.06069653915598801,0,0
31,1,0.2466791868209839,3.3313655708770966,0.09084891400237496,1,1
32,1,0.4904283285140991,3.8390729558304884,0.1687585955681355,1,1
33,0,-0.9645137786865234,2.9558379638510814,0.004645338581483046,0,0
34,0,-0.375,2.2783552073233295,0.022456090990491794,0,0
35,0,-0.6511309742927551,3.053856592036027,0.02988158566491335,0,0
36,0,-1.5000000596046448,2.3990715306717902,0.014554180067336008,0,0
37,0,-0.7822893261909485,3.1105223239756015,0.0708422889216539,0,0
38,0,-0.4453861117362976,1.297843478154391,0.00315591215350615,0,0
39,0,-0.8751136362552643,3.9082395862460544,0.05359434737136745,0,0
40,0,-0.6584326028823853,2.092209819238633,0.0014782947444106117,0,0
41,0,-1.0006214082241058,3.6780850689033286,0.017367060936672007,0,0
42,0,-0.43092799186706543,2.894008983610547,0.07422014097151927,1,1
43,0,-2.672039732336998,0.722808038815856,0.0008359721156429141,0,0
44,0,-0.003897249698638916,1.4203088390640914,0.019996408352111566,1,1
45,1,1.7623451203107834,6.397316731408182,0.5146234291264978,1,1
46,0,-2.7496184781193733,2.777959176150034,0.0009806683515869294,0,0
47,1,0.4909045696258545,2.967796353623271,0.13479647472648001,1,1
48,0,-0.5552041530609131,1.4524502550193574,0.0022316571293078845,0,0
49,0,-0.8725329041481018,2.1033714138757205,0.00914275773030299,0,0
50,1,1.0000000298023224,5.1438384880639205,0.30042061732371617,1,1
51,1,0.49796178936958313,4.778367674680339,0.2129630642685033,1,1
52,1,0.3217129707336426,5.538223318495511,0.14761051995670565,0,0
53,0,-0.6247824430465698,2.987403501494555,0.034206113484174655,0,0
54,1,0.24754291772842407,4.854878118392662,0.0964283265026295,1,1
55,0,-1.2489143311977386,2.7438352467142977,0.02518561659334474,0,0
56,0,-0.5029652118682861,1.682230297010392,0.03310556616469602,0,0
57,1,0.9286716878414154,4.341195915498247,0.1683107874806938,0,0
58,0,-0.057933926582336426,2.7102310537011363,0.09927000396117609,1,1
59,0,-0.7570221722126007,0.5298402849584818,0.002414857766490872,0,0
60,0,-1.759375810623169,1.4080015178769827,0.0020950526508039025,0,0
61,0,-0.6247859299182892,2.8248526312527247,0.05304217047810824,0,0
62,1,0.46137380599975586,4.962435984853073,0.2513213581732085,1,1
63,0,-1.2507193982601166,4.667062008926223,0.040299254453445774,0,0
64,1,0.9581081867218018,6.1894891692645615,0.24186359979825295,1,1
65,0,-0.9975554645061493,1.3014682882931083,0.006999765229122144,0,0
66,1,0.8923944234848022,3.388080452758004,0.15856857548477482,1,1
67,0,-0.7774994969367981,2.6113965212280164,0.007357762701424236,0,0
68,1,1.3730281442403793,2.8961314707412384,0.22236799084818848,1,1
69,0,-0.1539924144744873,2.501881769974716,0.019575804073519457,0,0
70,0,-0.185418963432312,2.253626623598393,0.05303490557629066,0,0
71,1,0.4627981185913086,2.3782854701858014,0.0750982743171522,1,1
72,0,-0.4178037643432617,2.71546333414517,0.020022590436966824,0,0
73,1,0.5410728454589844,3.997115143778501,0.17254447052001434,1,1
74,1,2.2499998211860657,6.220722316484171,0.5188728789588204,1,1
75,1,1.2755393981933594e-05,3.3936746101244353,0.1618728932962104,1,1
76,0,-0.011029660701751709,4.668617412960884,0.20741969604390198,0,0
77,1,0.47359681129455566,5.286376126507093,0.15143207228060063,1,1
78,1,1.1249999403953552,3.647179770254297,0.252189661843117,1,1
79,0,-0.34389495849609375,3.605009465773037,0.09025304186042157,0,0
80,0,-0.2686694264411926,2.8841729148989543,0.10262196383370513,0,0
81,0,-0.0001456141471862793,2.524786149399006,0.030106881798898557,0,0
82,0,-0.4981454610824585,3.515786758302056,0.053729465782670884,0,0
83,0,-1.2545034885406494,0.4391520507633686,0.001168017156378394,0,0
84,1,0.8193626403808594,5.654437904660881,0.2712345112011033,1,1
85,1,0.9768504798412323,3.9438804664241616,0.24322622871441446,1,1
86,0,-2.7880775667726994,2.4924796807172243,0.010913147845800933,0,0
87,0,-2.2655460461974144,0.9780255225487053,0.0027554105493948944,0,0
88,0,-0.6317785978317261,1.9138624754705233,0.004347934666729234,0,0
89,0,-1.0025417506694794,3.9181905333243776,0.10548592160620032,0,0
90,1,0.0008254647254943848,3.0854929856941453,0.09789315364704412,1,1
91,1,0.23477673530578613,5.607072479733688,0.2479187556991095,1,1
92,0,-1.2579165697097778,2.4708992355299415,0.009130192364834167,0,0
93,0,-0.678106427192688,2.794669880764559,0.12479183714718649,0,0
94,1,1.1249998807907104,4.540681760766347,0.28391621672467043,1,1
95,1,0.7559846043586731,4.789760701642081,0.37847140980022087,1,1
96,0,-1.7367263436317444,1.802800059391302,0.015679848583800737,0,0
97,0,-0.7070950865745544,4.412503853920498,0.05313741983127325,0,0
98,1,0.7499999403953552,3.107925061514834,0.17361931859871696,1,1
99,0,-0.5259158611297607,3.9382676864333916,0.15366125681729664,0,0
