example_id,all_local_correct,min_margin,mean_margin,product_gold_prob16,free_exact_trace,free_exact_state_rollout
0,0,-0.12346774339675903,1.1003666433971375,0.003653123473604236,0,0
1,1,0.13219749927520752,1.4070103280246258,0.009327196441408371,0,0
2,0,-1.2220230102539062,1.6350228190422058,0.009076204818425934,0,0
3,0,-0.5579867362976074,1.3258661907166243,0.004809220843153148,0,0
4,0,-1.2500000298023224,0.5886706418823451,4.850846677248669e-05,0,0
5,0,-0.9598592519760132,1.3469364547054283,0.0009592887248513781,0,0
6,0,-0.4643601179122925,1.8977245269052219,0.007606326764884634,0,0
7,0,-0.4999932050704956,2.8863678593188524,0.01119560900442543,0,0
8,0,-0.30970847606658936,2.5059043103829026,0.0389625432383256,0,0
9,0,-0.4913368821144104,1.4924313396331854,0.0047132216598575775,0,0
10,0,-1.0000000298023224,1.405566066794563,0.0027098647851757744,0,0
11,0,-1.8743532449007034,0.7803015299141407,0.0028998559994811435,0,0
12,0,-0.0011921525001525879,0.6604348216205835,0.007219354295964102,0,0
13,1,0.10374462604522705,3.1999167985050008,0.10512231993138775,1,1
14,0,-0.7492786049842834,1.1293157967738807,0.005104744472502814,0,0
15,0,-1.4906700551509857,1.2448921182949562,0.004677182517238788,0,0
16,0,-1.1453114748001099,0.9847183306701481,0.003568126260310053,0,0
17,0,-1.093127727508545,2.0711560122290393,0.001413195665160266,0,0
18,0,-0.3714885711669922,1.0453588808886707,0.003623903337736888,0,0
19,0,-0.10282981395721436,2.246118361596018,0.030062273616916924,0,0
20,1,0.0424504280090332,2.5318250252094003,0.040212625051910984,0,0
21,0,-0.4396398067474365,1.2012074077501893,0.0006530544518386177,0,0
22,0,-0.19527429342269897,1.4137570657476317,0.0067867764738706775,0,0
23,0,-2.6322697401046753,0.88986176031176,0.00015650908780175387,0,0
24,0,-0.375,1.2816209336742759,0.004559151253933767,0,0
25,1,0.37499988079071045,2.4519257310021203,0.08996468316555624,1,1
26,0,-2.3107017874717712,1.2043344294652343,0.0021820265875122377,0,0
27,0,-1.1907562017440796,2.394558201543987,0.03733365755355036,0,0
28,0,-1.1249999701976776,1.7927624768344685,0.023210941360776303,0,0
29,0,-1.7499427646398544,1.1864988666493446,0.000982978647167917,0,0
30,0,-0.5791594982147217,1.8241799892275594,0.009625625211238937,0,0
31,0,-0.5260562300682068,1.7212481265305541,0.01823373399311424,0,0
32,1,0.25,1.9026151343714446,0.045282740135986675,1,1
33,0,-0.7996805906295776,1.4835823618341237,0.000810117141193762,0,0
34,0,-0.13947367668151855,1.2804627630102914,0.0046849276603887725,0,0
35,0,-2.2597490400075912,0.6005195211619139,0.001259005892074133,0,0
36,0,-0.5,1.0643125376664102,0.006516218749692074,0,0
37,0,-0.375,0.9330837912857533,0.013772462860385859,0,0
38,0,-0.6252179145812988,0.6913503599353135,0.0011179324945582104,0,0
39,0,-0.42032158374786377,1.555198711808771,0.007819647648894631,0,0
40,0,-0.6618459224700928,1.7635277711669914,0.001185226081882034,0,0
41,0,-0.12479060888290405,1.4092321999778505,0.00960410021569642,0,0
42,0,-0.26337742805480957,2.021030566073023,0.00901252603106523,0,0
43,0,-1.5351451486349106,1.3986170119605958,0.004127453198742926,0,0
44,0,-0.23391711711883545,0.5629270784556866,0.00048194263768965516,0,0
45,1,0.75,3.4979217215441167,0.15799525207103107,1,1
46,0,-0.4810549020767212,1.4994989986298606,0.0022151030923315365,0,0
47,0,-1.0055902004241943,0.49847824731841683,0.0011966324393264957,0,0
48,0,-1.613637924194336,0.09137805737555027,0.00013482856167354215,0,0
49,0,-0.5000429153442383,0.7637302009388804,0.004697198736927279,0,0
50,0,-0.375,2.3811422544531524,0.026480879439545562,0,0
51,0,-1.244816780090332,1.7912999661639333,0.010823972866162004,0,0
52,0,-0.05667757987976074,2.5169687503948808,0.0489101099927255,0,0
53,0,-1.37455552816391,0.7416786020621657,0.0006854808227299725,0,0
54,0,-1.861202985048294,2.1741933800512925,0.008510113921392913,0,0
55,0,-0.44901973009109497,2.387819997165934,0.016711035109358098,0,0
56,0,-0.6462273001670837,0.5092736314982176,0.0010646239325366326,0,0
57,0,-0.36041152477264404,2.26443618859048,0.01605949277584766,0,0
58,0,-2.5259404480457306,1.300064057460986,0.0021786509671092636,0,0
59,0,-1.780560925602913,-0.0957565326243639,0.00010861207776356526,0,0
60,0,-1.4178733825683594,0.9303115413058549,0.00019510845489596564,0,0
61,0,-1.5360252261161804,0.1900800783187151,0.0001798506261690728,0,0
62,1,0.25,3.0935638704395387,0.08575855347834435,0,0
63,0,-0.2500115633010864,2.6612459461030085,0.03236485233107305,0,0
64,1,0.5736343860626221,4.230054579872558,0.10501801121134323,1,1
65,0,-0.25218188762664795,0.8747864391189069,0.00180512024584839,0,0
66,0,-0.8758080303668976,1.1509224484907463,0.0022559548927819193,0,0
67,0,-1.3749999552965164,1.26634454735904,0.000332574806570778,0,0
68,0,-1.2226731777191162,2.1392262026201934,0.00444269889143668,0,0
69,0,-0.2460925579071045,2.659562782384455,0.007469967612033682,0,0
70,0,-0.6247403025627136,0.7874338482506573,0.004137733521598425,0,0
71,0,-1.298522025346756,0.7567170849069953,0.0020961241625566873,0,0
72,0,-0.1404145359992981,1.1096558660501614,0.004741506567466729,0,0
73,1,0.34361863136291504,2.1206787450355478,0.021278587297327563,0,0
74,1,0.125,3.482498235491221,0.045972280175823894,1,1
75,0,-1.2020586431026459,1.0578021686524153,0.003641881667019997,0,0
76,0,-1.9358566105365753,1.547527062066365,0.0043091804407746,0,0
77,1,0.5027962923049927,2.940973489650787,0.06595162078758136,1,1
78,0,-2.084720104932785,1.9786457752343267,0.010439094735789408,0,0
79,0,-1.495764285326004,0.6712672950816341,0.00046816570954514393,0,0
80,1,0.3753296732902527,2.1876645567826927,0.06559042403352838,1,1
81,0,-2.0103294402360916,1.4047478777938522,0.0016247607390665933,0,0
82,0,-2.398638367652893,-0.01841535046696663,0.00019790848330050327,0,0
83,0,-0.640275239944458,0.4115153285674751,0.00018999815530842024,0,0
84,1,0.25000011920928955,2.457946268710657,0.07113537187232365,1,1
85,0,-0.5083284676074982,2.7046027299657,0.019255079271059475,0,0
86,0,-1.4870002269744873,0.88200230197981,0.0016211501181411872,0,0
87,0,-1.5000001192092896,-0.3282756917178631,2.6098832321838136e-05,0,0
88,0,-0.593564510345459,0.7571358331479132,3.070341583854126e-05,0,0
89,0,-1.100816547870636,2.009985893731937,0.003663352084466091,0,0
90,0,-1.0633116960525513,1.5033804506529123,0.006405284285726652,0,0
91,0,-0.25677067041397095,3.1585934889735654,0.0785170319940793,0,0
92,0,-2.0002922117710114,0.5802129842340946,0.0011390613763522044,0,0
93,0,-2.2082106471061707,1.273528623773018,0.0006926747283269883,0,0
94,0,-0.37499988079071045,2.594344539218582,0.04617817533751233,0,0
95,0,-0.5092135965824127,2.4897875902533997,0.034794882490918784,0,0
96,0,-1.624336063861847,0.7424953272566199,0.0008569577165405464,0,0
97,0,-1.5352471470832825,1.4880570685490966,0.00570784068853339,0,0
98,1,5.805492401123047e-05,2.3897692029422615,0.03587191207096989,0,0
99,0,-0.8748580813407898,1.655943418852985,0.005700321297266843,0,0
100,0,-0.7751721441745758,1.6365296185249463,0.006427373277110304,0,0
101,0,-1.1861991584300995,1.6997820114775095,0.005628153828552152,0,0
102,0,-0.19215035438537598,1.0150138321332633,0.003471764620412412,0,0
103,0,-1.0736455619335175,0.3723384849727154,0.0004649085934141809,0,0
104,0,-0.855720579624176,1.4919026116840541,0.002936060265344322,0,0
105,1,0.625,4.79718911098098,0.14443822058569683,1,1
106,0,-0.6256817281246185,1.5460952060529962,0.01511015365506262,0,0
107,0,-1.086761474609375,0.264652855694294,0.0007336617009229107,0,0
108,0,-1.8348983526229858,2.174225972034037,0.006292432008727321,0,0
109,0,-0.6240129172801971,1.2214815677143633,0.01182325574084473,0,0
110,0,-0.34729206562042236,1.177800050820224,0.0033180643897967664,0,0
111,1,0.2008814811706543,2.044086815574701,0.03355385371707283,1,1
112,0,-0.6832528114318848,1.316766642848961,0.004322464345400562,0,0
113,0,-0.7076976001262665,0.13075712695717812,0.00011581256577958617,0,0
114,1,0.375,2.961453852665727,0.11403773530324401,1,1
115,0,-0.9446491301059723,2.493192042224109,0.029209125365796264,0,0
116,0,-0.751616507768631,2.1140810751821846,0.008740667415178186,0,0
117,0,-0.6960833072662354,1.0988955656066537,0.0007649528457015186,0,0
118,0,-1.3811958134174347,1.1699377177283168,0.0072969001975578505,0,0
119,1,0.5001434087753296,3.46742822235683,0.15091151745657433,1,1
120,0,-0.6800991892814636,0.5713381730020046,0.003635402023401539,0,0
121,0,-0.7487160563468933,0.6743332364130765,0.0006726195988579071,0,0
122,0,-1.5136244893074036,2.2909022876374365,0.006574737417583475,0,0
123,0,-0.22668945789337158,2.1737890351796523,0.02956455346595594,1,1
124,1,0.444128155708313,2.1074936772929505,0.048796158272222875,1,1
125,1,0.13774454593658447,2.360188860213384,0.044744249048473975,0,0
126,0,-0.32071661949157715,1.7112200342235155,0.0021411500002890445,0,0
127,0,-0.8748608231544495,0.046798765659332275,0.00046312738830631703,0,0
128,0,-0.4825848937034607,2.017493369872682,0.02085760348719656,0,0
129,0,-1.8857377767562866,2.0375823043868877,0.0061491023409011155,0,0
130,0,-1.7728240489959717,1.6667380446451716,0.006477396669701049,0,0
131,0,-0.13682925701141357,1.6784328071516939,0.008281696373451702,0,0
132,0,-1.7499518543481827,2.1928731907100882,0.0024789467555389193,0,0
133,0,-1.3450023531913757,1.1277011735364795,0.0007330668412934017,0,0
134,1,0.22053861618041992,4.6181886796875915,0.14530011827674907,1,1
135,0,-1.2545996010303497,1.0940103924367577,0.007626120156197723,0,0
136,0,-2.0924782752990723,1.4215430048061535,0.0033742319940720813,0,0
137,1,0.125,2.8619386702775955,0.0883883577743462,1,1
