mode,step,seed,free_answer_accuracy,free_exact_continuation,terminal_query,terminal_state_mass,terminal_state_argmax_accuracy,local_query_status,local_rule_accuracy,local_rule_tv,local_state_mass,local_state_mass_min,local_context_variation_tv,epsilon_rule,gamma,composition_tv_with_invalid,composition_tv_conditional,product_answer_accuracy,gradient_query,gradient_actual_norm,gradient_predicted_norm,gradient_cosine,gradient_relative_error,gradient_rule_pullback_norm,gradient_rule_cosine,descent_oracle_rule_cosine,descent_random_rule_cosine_mean,descent_random_rule_cosine_std,gradient_actual_loss,gradient_predicted_loss
process,0,46,0.0,0.0,after greedy trace; not a marginal over traces,0.0,0.0,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9377462863922119,0.2258904129266739,0.10932894796133041,0.23977714776992798,0.05330882593989372,0.40808892250061035,1.0,nan,0.05000000074505806,,,,,,,,,,,,
outcome,0,46,0.0,0.0,direct answer conditioned on COLON,0.20578007400035858,0.02500000037252903,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,0,46,0.0,0.0,direct answer conditioned on COLON,0.20578007400035858,0.02500000037252903,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9377462863922119,0.2258904129266739,0.10932894796133041,0.23977714776992798,0.05330882593989372,0.40808892250061035,0.7954842448234558,0.34736865758895874,0.05000000074505806,mixed only; direct answer CE; first-step local tables,5.563296318054199,5.36279296875,0.3414906606437489,1.1273204824721323,0.16844747960567474,0.0010947720542211362,0.047000740761547026,-0.016716493578210454,0.022917219712437483,5.010104656219482,3.4557952880859375
process,100,46,0.28515625,0.234375,after greedy trace; not a marginal over traces,0.9999513626098633,0.30000001192092896,gold-prefix trace readout; conditioned on valid state token,0.7091346383094788,0.4506784677505493,0.9985752701759338,0.7005023956298828,0.11175542324781418,1.0593304634094238,0.1031910851597786,0.7620039582252502,0.7620025873184204,0.3499999940395355,,,,,,,,,,,,
outcome,100,46,0.109375,0.109375,direct answer conditioned on COLON,0.9967902302742004,0.11249999701976776,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,100,46,0.1015625,0.09765625,direct answer conditioned on COLON,0.9957483410835266,0.08749999850988388,gold-prefix trace readout; conditioned on valid state token,0.582932710647583,0.6171493530273438,0.9953292012214661,0.8331117033958435,0.09777069836854935,1.0022791624069214,0.12909077107906342,0.18655231595039368,0.1847103238105774,0.125,mixed only; direct answer CE; first-step local tables,4.5252685546875,6.435229778289795,0.5992616780891318,1.147995147824445,3.5486347675323486,0.008966661032780428,0.042193744304422985,0.006165305111403875,0.13467438127737827,2.5244526863098145,2.6822659969329834
process,500,46,1.0,1.0,after greedy trace; not a marginal over traces,0.9999958872795105,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.0011274350108578801,0.9999914169311523,0.9979858994483948,0.0009198890184052289,1.0024060010910034,0.0017389545682817698,0.0037291261833161116,0.0037291240878403187,1.0,,,,,,,,,,,,
outcome,500,46,0.125,0.125,direct answer conditioned on COLON,0.9987123608589172,0.13750000298023224,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,500,46,0.24609375,0.24609375,direct answer conditioned on COLON,0.9980241060256958,0.22499999403953552,gold-prefix trace readout; conditioned on valid state token,0.9963942170143127,0.030119312927126884,0.9998721480369568,0.8110959529876709,0.01812935806810856,1.2218067646026611,0.0659695565700531,0.8006924390792847,0.8004662394523621,1.0,mixed only; direct answer CE; first-step local tables,14.10705280303955,1.3706040382385254,-0.0058774641130124134,1.0052761849276215,1.2643322944641113,-0.010756128095885427,-0.04904117422530139,-0.011940658132271919,0.032967959256288745,2.7064120769500732,0.07397833466529846
process,1000,46,1.0,1.0,after greedy trace; not a marginal over traces,0.9999984502792358,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.00031382840825244784,0.9999969005584717,0.9973018765449524,0.0002721156633924693,1.0012686252593994,0.0009245637920685112,0.00115929392632097,0.0011592910159379244,1.0,,,,,,,,,,,,
