mode,step,seed,free_answer_accuracy,free_exact_continuation,terminal_query,terminal_state_mass,terminal_state_argmax_accuracy,local_query_status,local_rule_accuracy,local_rule_tv,local_state_mass,local_state_mass_min,local_context_variation_tv,epsilon_rule,gamma,composition_tv_with_invalid,composition_tv_conditional,product_answer_accuracy,gradient_query,gradient_actual_norm,gradient_predicted_norm,gradient_cosine,gradient_relative_error,gradient_rule_pullback_norm,gradient_rule_cosine,descent_oracle_rule_cosine,descent_random_rule_cosine_mean,descent_random_rule_cosine_std,gradient_actual_loss,gradient_predicted_loss
process,0,44,0.0,0.0,after greedy trace; not a marginal over traces,0.0,0.0,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9368060231208801,0.1936885416507721,0.10024446249008179,0.173566073179245,0.08512146025896072,0.2774524986743927,1.0,nan,0.08749999850988388,,,,,,,,,,,,
outcome,0,44,0.0,0.0,direct answer conditioned on COLON,0.22880594432353973,0.0625,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,0,44,0.0,0.0,direct answer conditioned on COLON,0.22880594432353973,0.0625,gold-prefix trace readout; conditioned on valid state token,0.0625,0.9368060231208801,0.1936885416507721,0.10024446249008179,0.173566073179245,0.08512146025896072,0.2774524986743927,0.7723837494850159,0.3352595865726471,0.08749999850988388,mixed only; direct answer CE; first-step local tables,6.103697299957275,4.386536598205566,0.35596874335477496,1.002415787467576,0.14682580530643463,-0.0473014620153358,-0.0472289092432868,0.029180011805979678,0.03414265822228667,4.520463943481445,3.037630319595337
process,100,44,0.44140625,0.41015625,after greedy trace; not a marginal over traces,0.9999605417251587,0.36250001192092896,gold-prefix trace readout; conditioned on valid state token,0.6850961446762085,0.45855647325515747,0.9980515837669373,0.5855315327644348,0.08263809978961945,1.1123689413070679,0.14766332507133484,0.6271661520004272,0.6271656155586243,0.375,,,,,,,,,,,,
outcome,100,44,0.33984375,0.33984375,direct answer conditioned on COLON,0.9970062971115112,0.25,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,100,44,0.33984375,0.33203125,direct answer conditioned on COLON,0.9982760548591614,0.22499999403953552,gold-prefix trace readout; conditioned on valid state token,0.5793269276618958,0.5978268980979919,0.9949273467063904,0.9505109190940857,0.09400805085897446,1.0385644435882568,0.1338321566581726,0.25877341628074646,0.258116215467453,0.22499999403953552,mixed only; direct answer CE; first-step local tables,7.977133274078369,8.719705581665039,0.7557642808780255,0.7366197466821757,5.050502777099609,0.07125368926099454,0.14933680195704696,-0.12762155418579102,0.18716951576925578,2.37489914894104,2.467527151107788
process,500,44,1.0,1.0,after greedy trace; not a marginal over traces,1.0,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.001542073325254023,0.9999914765357971,0.9985191822052002,0.00048508093459531665,1.0032780170440674,0.0028118013869971037,0.0023936317302286625,0.002393628703430295,1.0,,,,,,,,,,,,
outcome,500,44,0.46484375,0.46484375,direct answer conditioned on COLON,0.9988997578620911,0.4375,omitted: trace query is out of distribution,,,,,,,,,,,,,,,,,,,,,,
both,500,44,0.6171875,0.6171875,direct answer conditioned on COLON,0.9964249730110168,0.5375000238418579,gold-prefix trace readout; conditioned on valid state token,0.979567289352417,0.07972455769777298,0.9995733499526978,0.9785076379776001,0.02472514845430851,1.298101544380188,0.09438781440258026,0.5490342974662781,0.5480239391326904,0.9750000238418579,mixed only; direct answer CE; first-step local tables,7.74658203125,3.298184633255005,0.1995923930185178,1.0056403640088245,3.0304603576660156,0.19740790425245042,0.1124294518684639,-0.05148807666511128,0.0646663714332516,1.7992745637893677,0.17424100637435913
process,1000,44,1.0,1.0,after greedy trace; not a marginal over traces,1.0,1.0,gold-prefix trace readout; conditioned on valid state token,1.0,0.00038387125823646784,0.999997079372406,0.9994038939476013,0.00012171002163086087,1.0007801055908203,0.0007626888691447675,0.0006312534096650779,0.0006312496843747795,1.0,,,,,,,,,,,,
